avgAnnCount,avgDeathsPerYear,TARGET_deathRate,incidenceRate,medIncome,popEst2015,povertyPercent,MedianAge,MedianAgeMale,MedianAgeFemale,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctHS25_Over,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPrivateCoverage,PctPrivateCoverageAlone,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctOtherRace,PctMarriedHouseholds,BirthRate
55,20,142.6,435.5,37869,7735,18.2,51.2,51.2,51.2,2.03,57.8,12.5,60,33.7,15.5,48.1,6.1,63.2,36.8,27.4,44.3,18.4,95.78947368,0.346598203,0.410783055,49.31470035,5.332359386
103,48,227.1,527.2,36822,12155,21.5,48.3,45.2,50.5,2.26,46.4,17.8,39.8,34.2,14,48.1,9.5,56.8,36.9,29.8,41.3,20.6,61.59717663,36.44123441,0.500656599,41.0632622,6.455750321
1962.667684,20,254.3,453.5494221,40714,4478,19,48.7,48,49.2,0.0225,41.8,6.1,42.3,31.2,6.8,48.1,15.4,58.1,39.6,36.4,43.2,21.6,66.68856767,1.314060447,4.358300482,34.42211055,9.518477044
115,54,243.5,519.5,38038,18454,23,40.9,40.3,41.7,2.49,56.7,35,45.5,41.3,5.9,48.1,9.6,54.2,41.1,36.4,42.2,24.8,93.26500732,4.706903096,0.244021474,55.55250891,8.986232791
369,168,206.8,451.3,35640,67548,25.3,40.8,39,42.2,2.52,45.1,21.3,33.6,36.5,11.6,48.1,15.9,55.5,41.9,37.6,40.9,24.6,56.63260799,40.62306764,0.472600925,43.48336299,6.092582124
74,38,212.3,431.5,37417,11660,19.9,45.3,44.2,46.1,2.3,56.1,15,38.9,44.6,7.5,48.1,10.1,58.4,42.8,35.7,44.3,23.9,94.10405614,2.781105596,0.795824063,50.74327039,4.422498927
344,132,170.6,467.4,53945,51130,13.6,46.5,45.4,47.4,2.49,61.4,13.8,54.3,34.2,15.7,48.1,8.9,65.1,46,39.9,40.7,21.4,95.71363157,1.262219037,0.6331004,61.11249938,4.243210863
127,55,222.6,527.3,42837,18135,17.6,42.2,41.3,42.8,2.53,54.8,14.1,41.3,42.8,8.9,48.1,8.9,66.9,49,42.9,37.8,17.8,95.09868421,3.229166667,0.082236842,54.126895,5.078225186
505,165,143.5,462,59358,80593,10.3,44,41.5,47,2.33,59.1,14.7,43,23.3,20.6,48.1,9,75.7,50.6,30.8,36.5,14.1,85.0470824,2.945959233,1.453440734,56.3290566,6.113924051
48,14,163.9,507.4,50874,7058,15.6,52,52.9,50.8,2.29,56.9,19.4,33.2,27.8,17.5,48.1,10.5,67.9,48,36.3,37.8,13.9,95.20697168,0.537400145,0.087145969,54.17508418,3.703703704
118,49,167.1,429,45717,20797,18,42.2,41,45.4,2.66,50.1,17.3,53.8,37.5,10.7,48.1,6.8,61.3,48,36.5,35,18.8,70.69620253,10.03894839,16.68451801,51.56493415,4.149048626
932,394,198.7,495.6,36902,133628,20.2,44.2,42.1,45.8,2.41,47.6,18.7,42,49.9,9.7,48.1,8.4,65.5,50,43.7,41.3,21.9,92.92330053,4.125293843,0.26992755,46.48961979,5.078382982
499,215,190,457.8,40921,79545,20.2,43.4,41.4,44.8,2.61,54.7,13.8,48.2,34.3,11.5,48.1,7.8,54.3,50,33.4,39.3,21.8,89.31102562,6.80368533,1.157993318,55.24848892,5.769695505
82,39,214.9,475.8,34012,14162,26.2,40,37.8,41.7,2.61,45.1,30.1,33,42.2,9.1,48.2,9.8,52,40.1,34.1,38.7,24.9,55.93411235,41.99633957,0.056314233,45.70888469,7.930489731
152,60,188.2,487.1,42730,22941,19.9,44.9,42.8,47.1,2.55,48.4,20.9,29.8,35.3,7.6,48.2,10.9,57.8,40.2,35.6,44.5,23.5,62.68663157,32.79105895,1.76490895,49.59658829,6.018822499
250,103,195.1,494.9,36996,35516,21.1,45.3,44.6,46.7,2.28,52.2,22.4,36.6,44,11.2,48.2,7.2,61.9,43.3,39.1,43,22.1,94.14288118,2.299108395,0.42617619,47.48027903,4.354354354
57,26,144.4,350.1,49955,10321,12.5,48.3,47.8,48.9,2.34,57.8,14.9,43,33.4,15,48.2,4.8,61.6,43.9,35.1,44,22.7,94.10402393,0.270192029,0.492135482,54.02745995,6.796657382
28,14,153.9,335.8,38000,5901,20.3,42.1,39,48.1,2.45,50.1,26.7,29,30.7,10.8,48.2,4.9,64,44.3,39.2,38.3,18.2,90.98930935,3.359918547,3.919904972,48.96519285,6.763787721
142,60,189.5,453.7,38387,24758,19.7,41.8,41.2,42.5,2.57,51.5,9.1,39.1,48.4,9.3,48.2,8,59.7,45,41.3,40.2,23.3,97.41449511,1.099348534,0.052931596,53.55768173,5.300938708
116,43,147.6,396.8,47781,17531,16.2,50.6,50.6,50.6,2.29,58.2,25.7,28.8,28.5,13.8,48.2,11.6,68.6,48.3,42.9,41.3,18.6,87.56534937,1.07931868,2.636460734,55.46630361,9.589041096
131,56,206.1,475.3,47121,27420,19.6,36.6,35.5,38,3,47.9,17.9,51.7,43.8,7.5,48.2,8.9,64.3,52.1,46.1,32.6,19.4,83.46784596,14.51262207,0.814446287,56.27056673,5.915444937
143,60,211,496,35704,22846,21.9,43.6,42.4,45,2.52,57.9,7.7,54,45.3,7.6,48.2,9.5,59.8,48,39.4,41.8,23.8,97.29943702,0.831280788,0.488212526,57.94235925,3.497356649
317,140,190.5,443.3,43057,54354,16.7,42.2,40.7,43.7,2.43,51.1,20.8,31.3,34.5,11.3,48.2,9,67.2,48,43.9,37.5,18.3,79.55146573,15.57196385,1.261847035,48.16699694,3.673864003
150,65,206.8,488,37379,24526,20.7,41.2,40,42.3,2.61,51.8,30.1,38.1,38.4,7.8,48.2,12.7,54.7,46.2,33.6,40.8,24.7,97.65206813,0.218978102,0.0162206,50.41357826,7.465766273
126,51,199.5,490,41547,20018,19.2,42.5,41.1,43.8,2.71,56,23.1,41.3,44,5.1,48.2,11.5,62.3,46.2,39,39.8,21.1,95.55854643,2.322915109,0.383829321,58.83239688,7.765151515
183,83,202.4,454.6,34964,33048,20.9,39.1,37.9,40.3,2.53,51.9,27.3,35.9,41.6,9.2,48.3,8.3,43,31.3,27.7,44.7,29.1,65.5462692,8.321515856,1.647406692,48.78370003,4.988383217
242,110,216.7,501.5,38057,31625,18.5,46.8,45.9,47.8,2.18,51,17.2,32.2,38.3,13.6,48.3,9.8,51,32.9,27.3,52.5,29.4,91.63120127,0.559162499,0.447329999,46.79255959,5.793688177
117,41,123.4,363.9,39995,19420,20.1,50.4,48.4,51.1,2.33,52.2,24.2,26,26.6,19.5,48.3,7.3,54.5,33.4,26.7,51.7,27.8,85.7006673,0.622146405,8.499322663,47.57636514,8.532518066
176,74,200.3,488,34425,26777,23.9,42.2,41.5,43.3,2.47,52.3,24.7,39.1,37.1,9.3,48.3,11.2,56.1,40,33.9,42.7,24.4,86.50009323,8.901734104,1.129964572,50.18597731,5.630397237
427,202,194.8,430.4,44243,75882,17.1,42.8,42.2,43.4,2.52,52.7,20.2,41.2,31.6,9.3,48.3,12.1,58.4,40.3,35,45.3,25,91.74468649,0.782625968,1.362643183,51.02151448,4.603840773
46,20,167.8,384.8,29818,9656,30.4,39.6,39.1,40.7,2.8,42,30,35.8,39.3,5.1,48.3,9,52.2,40.4,34.1,39.8,24.8,62.57913008,34.55176639,0.020420666,48.98454077,2.640934485
223,105,219.1,479.3,37151,32147,20.5,44.9,43.7,46,2.36,55.2,14.8,54.4,45.1,8.5,48.3,9.7,59.8,40.9,32.6,44.2,24,89.49456134,8.624376336,0.083671635,51.26568184,4.382650748
435,175,204.1,502.1,35927,71565,26.8,38.5,36.3,40.4,2.41,40,13,33.2,38.7,11.5,48.3,11.2,56.5,41.5,35.4,44.2,27.1,41.5007886,55.58410834,0.697503671,38.21259647,4.806902219
100,37,169.8,479.3,40590,14766,20.7,43.7,42.1,44.8,2.45,50.5,18.6,39.1,31.7,11.1,48.3,8.8,57.3,42.1,36.9,45.6,25.7,90.84310069,6.006925946,0.186467768,47.16886588,4.987212276
99,48,202.8,422.5,38595,19182,20.1,41,39.4,43.4,2.7,50.1,9.2,49.6,43.2,9.3,48.3,7.6,56.9,43,38.7,40.7,23.4,94.78936863,1.449732115,1.654585566,51.71965318,6.303030303
401,181,203.9,449.2,42466,77170,19.2,40.6,39.7,41.9,2.52,49.2,20.9,40.1,42.8,9.3,48.3,11.3,62.1,47.2,44.2,40.4,24.8,90.33413505,5.22667908,0.315514521,51.75634087,4.967320261
338,128,187.3,505.7,52597,47625,11.1,45.2,43.4,46.7,2.55,48.2,24.8,37,36.3,12.2,48.3,9.1,70.6,48,48.7,37.9,17.9,89.66509356,6.346249379,0.732737208,50.69751616,4.626911005
56,28,182.8,423.4,41207,8159,16.2,48.6,48,49.6,2.52,56.1,28.3,54.2,33.2,15.4,48.3,5.9,61.7,50,35.3,42.1,18.9,96.9634648,1.016210985,0.568594241,56.75931775,5.684931507
33,14,138.1,326.6,33998,8130,22.9,38.4,38.1,39,2.78,56.3,21.2,38.1,32.8,14.5,48.4,9.7,45.9,35.6,30.1,47.3,30.1,91.6595951,0.096981452,4.33991999,54.91858887,7.34055355
238,107,214.1,493.2,38183,39187,21.5,39.2,36.8,41.2,2.53,46.1,15,32.2,37,10.6,48.4,10.4,55.4,39.3,34.5,41.9,23.8,66.05739492,8.211225473,0.438574253,45.09386234,6.833686191
184,88,213.6,438.7,37554,35916,21.5,39.6,38.8,40.4,2.63,43.9,14.4,33.7,37.7,9.6,48.4,8.4,51,40.2,32.1,40.3,26,49.20159406,47.59928542,2.077779305,43.94933618,3.7384301
383,159,177.9,438,39234,66016,21.9,42.5,41.9,43.1,2.39,51.4,20,30.9,29.9,12.6,48.4,12.4,58.1,40.6,33.3,44.1,24.4,88.49966653,0.892803007,1.765900685,48.21980285,6.075036075
57,29,196.9,426.1,38178,9139,17.1,46.8,45,48.8,2.13,49.9,28,50.6,38.7,10.4,48.4,3.9,62.7,42.5,37,40.8,18.4,93.33405711,1.031375529,0.45597655,46.32562971,5.317324185
72,29,184.3,456.6,37633,13048,23.7,41,40,42.1,2.63,54.3,16.4,43.8,45.9,5.8,48.4,12,56.2,42.8,39.5,44.5,27.4,97.15883331,0.43070878,1.983523004,54.02644231,8.863399374
291,120,175.4,429.9,45567,57673,17.5,40.7,39.6,41.9,2.74,59,19.4,33.3,33.4,8.6,48.4,7.7,66.2,49.9,44.7,35.9,19,95.09790331,1.531796916,0.961705077,59.43985396,6.894123171
182,81,179.1,410.4,43211,33693,17.1,41.3,39.2,43.5,2.56,52,25.1,33.3,35.2,10,48.4,6.7,59.5,48,37.8,36.3,19.1,87.70890127,6.803366125,1.825293351,53.81660264,4.543403039
93,39,214.2,506.8,41136,18070,19.5,36.8,35.4,39.1,3,49.3,13.2,34.6,34.4,10.4,48.4,9.7,55.8,50,37.3,37.4,23,78.69062187,19.19012126,0.022249416,56.29770992,6.422857143
1962.667684,62,211,453.5494221,46840,24200,13.2,38.9,37.1,40.8,2.51,51.6,19.8,39.3,35,10.9,48.4,11.9,63,46.2,34.9,37,17.3,81.84067293,2.370938479,3.645060201,49.69920844,7.724034496
164,71,155.5,351.8,34902,39465,24.1,40.1,39.6,40.6,2.86,41.9,23.8,31.7,31.8,10.6,48.5,11.4,48.8,36.2,32,42.5,26.6,62.51470625,0.52567023,19.00423039,41.29643117,3.902327704
272,119,215.7,509.8,37758,39485,19.9,42.1,40.4,43.9,2.41,50,21.9,32.4,34.4,10,48.5,10,57,39.8,36,48.1,28.3,97.50592029,0.47614249,0.151156346,47.2534908,4.6247512
97,41,162,375.5,39551,16272,16.3,48.9,47.5,50.4,2.38,58.4,25.8,53.6,37.3,14.9,48.5,6.4,63.1,41.3,31.4,42.1,17.5,93.86341344,0.147130947,0.232957332,57.72444174,5.367647059
142,72,206.1,429.4,41849,24513,18.3,41.4,38.9,42.9,2.56,51.3,30.5,42.8,37.5,12.3,48.5,9.6,63,42.8,37.2,38.8,18.4,82.31597108,8.445612882,4.370686822,48.81232613,3.708958249
292,124,191,468.4,41955,48985,15.5,42.2,40.9,43.8,2.54,48.2,24,38.3,43.5,10.2,48.5,10.6,67.4,49.6,44.9,34.5,16,95.10234811,1.741749074,0.445611037,50.56079956,3.996826341
37,15,126.3,321,26336,12235,31,30.5,29.1,32.7,3.26,40.2,19,29.9,27,7,48.6,12.2,32.9,24.6,22.2,48.6,35.5,91.16086235,0.456053068,7.76119403,42.01819686,4.962779156
106,40,198.9,521.3,31616,17328,24.7,37.7,36,39.3,2.63,43.4,24.5,30.1,37.3,7.4,48.6,12.2,54.1,37.2,31.6,45.2,24.9,54.75245817,43.40750963,0.36800644,44.69463294,7.273181705
54,24,194.4,444.5,33293,10787,26.6,35.3,35.5,35.1,0.026,47.6,15.2,33.7,37.9,10.3,48.6,10.3,52.1,38.5,34.3,41.8,27.5,58.39652303,30.16460144,10.15350472,45.90657961,7.363601679
91,41,205.3,471.1,36953,14818,19.2,42.3,40.3,44,2.52,49,24.1,35.7,40.3,9.9,48.6,6.4,58,39.1,34.2,39.1,18.8,65.97938144,3.228431905,0.969886055,51.01513474,6.007301693
178,83,224.4,478.6,34526,34167,25.9,36.5,35.2,37.8,2.81,40,24.7,40.4,36.7,10.7,48.6,10.3,51.5,40.6,34.4,42.9,27.7,48.81447648,50.17601024,0.122188927,41.16047144,6.394230769
345,130,194,524.2,40357,47651,18.8,44.9,43.3,46.1,2.54,49.1,18.5,36.3,33.2,11.2,48.6,11.5,59.3,41.1,30.7,43.6,21.9,70.06581022,26.43762747,1.696768361,48.03953338,4.17432129
1962.667684,124,195.7,453.5494221,48576,52585,13.7,43.2,43.1,43.4,2.63,51.1,30.2,36.7,30.2,11.1,48.6,13.6,61.1,44.5,38.6,37.5,19.1,85.73668622,0.936949494,5.42617651,51.96681008,4.62962963
92,37,171.8,425,42056,16901,17.5,41.8,42.5,41.1,2.58,49.3,31,29.3,40.5,9.1,48.6,7.8,62.1,47.3,41.2,36.5,20.4,96.18284913,2.086865026,0.134447887,54.77898249,5.194197473
211,80,225.1,586.2,47377,33095,19.9,38.4,36.3,40.1,2.61,39.7,25.2,34,38.3,8.9,48.6,7.9,62.8,48.2,42.1,35.9,21.3,49.54106353,48.14770231,0.294923109,41.8193191,4.869631902
45,15,139.8,435,49369,7531,15.3,45.8,44.8,46.6,2.54,57.6,14.1,51.1,39.5,9.1,48.6,9.3,70.4,49.3,43.7,37.6,15.4,72.19973009,5.614035088,20.91767881,57.37591114,5.702647658
321,139,179.4,437.2,48663,51198,13.9,46.5,44.8,48.6,2.47,51.1,13.7,48.5,44.3,11.7,48.6,7.8,69.9,50.9,44.5,39.6,19,93.91193215,3.50877193,0.592540955,54.49083187,3.971422568
248,105,172.7,423.7,44531,45668,15.1,42.5,40.7,44.1,2.36,51.4,9.9,50.5,51.7,9.1,48.6,8.1,70.5,51.5,45.9,38.2,17.9,92.1491744,5.284712238,0.411710887,55.09433962,6.823375775
554,196,177,500.8,49781,117635,15.1,31.8,30.5,33.6,2.54,53.5,8.1,44.2,33.5,11.8,48.6,10.6,69.7,52.3,34.5,36.4,19.8,86.39309945,5.525990567,1.668810479,52.37213921,7.816390603
53,28,250,472.7,34018,7604,21,43.4,41.4,45.3,2.26,52.3,22.1,43.5,50.5,9.4,48.6,8.3,55.1,48,36.3,44.5,24.9,55.42704626,41.21759024,0.686324352,46.49014778,1.704199635
101,48,190.6,446.8,45827,10965,13.7,55.6,53.4,57.2,2.13,51.4,10.2,46.6,32.8,15.3,48.6,7.9,71,48,32.4,42.9,15.5,69.77266601,28.0168928,0.107826399,44.2680093,4.297328688
903,392,197.6,453.5,36012,201793,26,33.3,31.6,35.6,2.68,35.2,20,38,31.1,12.7,48.6,12,56.6,50,32.6,38.9,23.4,39.07328196,54.83056868,1.15504419,34.5491049,6.251597303
206,77,193.5,532.5,37952,32526,22,40.5,40,41.1,2.51,50.9,16.1,39.5,38.1,7.8,48.6,11.1,58.6,50,35.9,45.3,25.6,94.52367722,2.488115083,0.904488486,49.14308489,6.638495093
13,6,170,399,34326,3423,34.8,29.4,29,30,3.24,41,58.2,17.2,28.8,14.4,48.7,14.7,36.6,27.9,19.7,48.8,36.4,31.29726585,0.959860384,1.983523004,41.80952381,5.882352941
48,24,203.6,397.4,35895,7913,20.1,47.7,46.7,49.1,0.0242,56.7,2.1,42.2,42.4,9.7,48.7,4.4,51.8,36.6,30.2,48.8,27.8,95.36761053,9.107977615,1.983523004,56.58610272,3.53569046
39,21,255.8,492.8,32170,6263,24,40.9,41.7,40.4,2.54,46.7,13.9,49.1,31.3,7.2,48.7,9.7,47.2,36.7,30,43.1,26.6,95.84659453,0.063653724,0.254614895,44.55768447,2.629656684
98,42,190.6,455.8,36801,18778,24,37.5,34.1,39.3,2.43,50.7,4.8,25,35.5,13.6,48.7,14.3,54,42.2,33.6,40.6,26,68.09498399,28.7886873,1.659551761,50.42384468,4.350706714
161,68,168.6,405.2,37468,29126,20.8,43.2,41.7,45.1,2.35,52.2,24.3,35.7,46.3,10.6,48.7,6.7,59.6,43.1,40.5,43.3,23.4,96.90447812,1.924059254,0.08854078,51.97613076,4.231027535
138,70,222.5,439.1,40122,23434,16.4,42.2,40.4,44.2,2.5,49,31,39.3,42.8,6.7,48.7,12.1,57.2,43.5,39.4,39.6,22.5,96.26046355,2.002271484,0.668825979,47.99700086,2.64006449
103,45,200.7,469.6,40709,17260,17.4,44.4,43.4,45.4,2.38,54.4,19.9,41,42.4,8.2,48.7,10.4,60.6,48,35.8,45,22.1,96.25652931,0.684852002,0.249564713,50.21572721,4.369071572
222,106,221.7,469.2,30860,35162,27.8,44.3,43.1,45.1,2.38,51.1,11.5,63.7,46.6,6.4,48.8,11.1,51.1,34.6,28.9,48.1,28.8,95.15302511,1.548653775,0.334078877,47.72943576,6.348580442
31,15,193.7,404.5,32536,6785,27.1,42.8,43.5,42.2,2.38,41.6,28.4,45.9,41.6,10.5,48.8,5.4,51.8,36.6,31,46.3,26.8,70.14196983,29.11860396,0.310559006,41.11153407,1.448321264
176,79,207.1,466.2,37501,27777,19.6,43.5,42.5,44.6,2.37,45.4,20.7,30,37.8,7.6,48.8,12.3,58.3,41.6,38.1,43.3,24.2,66.45688889,31.30666667,0.135111111,42.01097206,5.461302311
94,44,214.9,462.8,44676,14233,15.8,45.1,44.2,45.5,2.35,56.6,15.1,25.2,30.1,9.4,48.8,8.4,62.3,42.8,34.5,38.8,18.4,89.8877193,8.792982456,1.983523004,52.82673761,4.195088677
236,120,197,393.2,41588,47948,21,42.4,41.5,43.3,2.58,55.8,21.8,37.7,41.1,9.3,48.8,10.1,62.4,45.1,40.5,43.5,23.9,94.27637469,1.376251848,1.723958442,56.1044768,5.713998795
81,40,227.4,465.4,44111,14811,18.7,41.9,41.6,42.7,2.56,56.2,12.9,41.1,40.2,7.6,48.8,9,61.9,47.6,40.3,40.4,22.1,89.67242325,0.212445175,0.390625,54.94211932,3.240589198
1962.667684,48,213.6,453.5494221,41193,37030,13.9,26.2,25.5,27,2.83,59.5,8,43.3,29.8,13.7,48.8,9.2,76.1,60.3,22.9,25.1,12.6,70.09813249,16.59009976,1.356457444,56.04024208,8.981723238
118,59,236,475.7,32239,22763,27.1,34.8,32.6,37.3,2.67,45.5,28.3,38.8,35.1,8.4,48.9,10.5,48.6,37.9,33.8,41.2,25.4,52.22217423,41.35965102,0.077743705,45.95862401,4
63,25,183.7,453.4,40002,12531,19.3,36.9,36.1,38.2,2.7,53.7,19.3,44.2,41.9,6.3,48.9,8.5,52.5,38.5,31.8,39.6,24.4,85.81922708,8.455764931,4.175982114,52.7479746,6.25698324
100,41,191.4,466.5,34910,16006,22.4,41.3,40.4,42.6,2.51,48.7,16.6,31.1,34.4,9.9,48.9,11.7,55.1,41.7,38.3,43.9,25.7,64.18530742,35.02628041,0.067228945,47.61023743,6.761177754
1296,500,178.7,489.2,42302,225411,21.9,36.8,35.2,39.1,2.55,42.4,8.5,25,22.6,17.5,48.9,12.1,58.5,42.9,35.9,42.3,24,83.30547618,1.432846282,3.278607502,42.75182259,5.545831589
72,32,202.9,460.2,35219,12938,20.6,41.2,40.1,42.1,2.44,53.6,29,40.2,43.3,4.5,48.9,6.1,54.5,43,38.5,43.4,27.6,98.13790417,1.184261784,0.467471757,52.7820711,5.23255814
39,18,162.7,368.7,36340,7200,21.3,46.2,44.7,46.6,2.32,61.4,19,51.8,33.9,9.8,48.9,16.1,64.3,43.6,33.9,42.2,20.9,91.76926269,0.650159081,0.940655692,57.70243581,8.321273517
185,65,170.3,425.5,41682,62467,17.2,27.6,26.5,28.9,2.72,54.1,10.7,45.3,31.5,12.7,48.9,12.9,69.5,43.6,20.5,26.4,14.9,48.08232573,40.49389231,4.172163844,51.98099638,9.713596623
554,228,181.1,457.8,43972,103451,16.4,430.8,32.3,39.2,2.51,52.8,12.3,39.3,27.9,14.6,48.9,11.4,66.6,44.4,28.6,36.2,16,70.52848253,21.75586405,2.040210627,51.82028856,6.903026781
304,137,195.9,447.5,39528,52639,17.4,42.7,42.2,43.1,2.58,52.1,14.1,45.6,42.7,9.8,48.9,9.3,62.5,45,40,39.6,21.5,92.57608654,4.04906106,0.681826839,53.20852938,4.451140766
256,100,175.5,454.1,45193,41859,16.2,47.2,46.6,47.6,2.36,57.8,23.8,49.9,31.4,14.5,48.9,6.2,62.9,45.4,35.4,36.7,17.8,95.51697268,0.175327522,0.435883699,54.02780201,6.717676047
314,146,211.1,463.6,36923,52419,22,42.2,40.4,44.1,2.56,55.3,23.2,33,39.8,7.7,48.9,10.1,63.3,45.7,40.2,38.7,16.7,90.97048808,3.09307605,1.271282633,55.34237189,4.011185878
87,39,172.2,400.9,40305,16912,16.8,43,41.6,44.5,2.45,52.3,9.2,44.6,43.6,11.7,48.9,9.5,63.7,45.9,43.9,42.6,20.6,97.26100018,0.948341874,0.035341933,52.0647653,6.801152738
648,240,160.3,483.6,51650,94352,15.5,45.1,42.8,46.5,2.44,55.8,14.6,40.2,25.8,19.7,48.9,8,66.3,46.4,32.6,39.1,19.5,82.80413765,12.34971605,0.645280839,53.44479444,3.694753236
83,36,213.7,508.3,43024,13170,17.3,39.7,38.2,42,2.54,56.5,17.5,41.1,42.3,5.3,48.9,7.2,62.7,48.7,45.5,38.6,20.8,92.07905967,4.439619675,1.347607996,56.54123611,4.724137931
632,235,183.7,498.7,43518,111007,18.9,37.8,35.8,39.6,2.42,44.3,11.5,23.1,36.1,11,48.9,10,66.9,49.5,44.3,37.8,20.5,93.11764023,2.222103186,0.814205748,46.34128688,5.011933174
42,21,196.7,383.2,39484,7673,17.9,47.2,46.2,47.8,2.23,46.5,15.2,36.6,42.2,7.4,48.9,9.3,58.6,48,33.3,38,20.8,66.19170984,32.56476684,0.077720207,43.21167883,1.638311279
320,130,207.4,539,33646,42082,23.6,41.8,38.3,44.5,2.2,38.7,13.7,32.7,28.1,11.3,48.9,12.7,57.2,48,34.1,46.1,25.5,46.20023557,48.65959953,1.703180212,33.34770192,3.236583838
169,54,144.6,469,42126,28319,16.9,43.9,42.9,46.1,2.42,62.7,10.2,33.7,31.2,12.6,48.9,6.8,63.2,48,37.7,36.7,17.9,94.2859199,2.727501709,1.644417257,60.60445387,3.822835972
222,89,177.2,448.5,41572,43067,23,35.7,33.5,37.7,2.61,44.2,8.7,22.6,34.4,13.6,48.9,12.2,67.9,48,44.4,37.2,18.5,93.01632757,2.748204429,0.251726288,50.00646078,4.303337477
61,26,216.9,474.1,35630,14649,31.6,30.3,28.9,31,3,38.8,22.5,25,21.8,16.1,48.9,4.8,35.8,50,26.9,36.9,29.2,20.06483653,0.538005242,0.186232584,37.72517805,6.726726727
304,132,192.1,446.1,31615,54150,25.9,39.9,37.6,41.8,2.57,39.4,26.3,32.6,35.7,7.1,49,15.4,50.6,35.1,31.4,45.9,27.6,38.84044863,56.47250362,2.243125904,38.55702464,5.053375317
145,73,211.4,429.4,39933,29343,23.5,37,35.7,40.1,2.77,48,25.5,41.9,41.2,11.3,49,9.5,51.1,37.5,32,37.2,21.4,63.08526869,2.742837769,3.776911341,49.32366203,5.189317106
194,86,212.5,478.1,36118,34649,21.6,37.7,36.2,39.7,2.62,48.7,16,38.9,35.7,9.3,49,7.5,57.7,45.5,37.6,37,22.4,68.23529412,30.79534014,0.046023299,48.44146848,2.20341093
348,137,184.5,475.3,41554,62945,20.4,40,39.2,41,2.59,51.3,18.2,42.1,39,8.7,49,11.2,64.9,50,43.1,40.1,20.5,94.25115866,2.115738683,0.414259412,52.62411957,5.831775701
455,200,184.8,427.6,41883,93389,20.1,37.7,36,39.6,2.63,46.6,17.3,40.9,36,11.9,49,8.5,59.7,46.2,40.3,36.1,19.6,69.25339488,24.27030218,2.232837744,47.41046585,7.433542774
149,68,132.8,296.2,37465,46461,23.6,36.5,33.5,38.9,3.04,53.1,25.2,27.5,25.3,14.6,49.1,11.3,49.5,32.7,28,44.6,27.9,79.75484885,0.350519406,17.06498417,53.67536949,6.643259725
225,85,137,396.8,44490,33211,16.2,50.1,48.6,52.8,2.31,57.1,16.2,31.9,28.4,17.4,49.1,6.9,62.8,37.4,28,41.9,17.1,90.33041788,3.914601555,2.857750243,56.36203995,4.726613966
65,31,195.3,435.4,33640,11010,21.5,44.2,43.1,45.9,2.46,55.3,20.9,43.5,46,6.2,49.1,9,59.7,44.4,39.1,42.9,24.6,94.69010674,3.040631447,1.983523004,55.77395577,5.095541401
244,94,180.5,477,40994,43996,15.3,38.8,38.1,39.3,2.74,53.7,20,36.2,34,10.1,49.1,7.7,60.3,46.1,41.1,33.8,18.2,87.82364969,3.848186183,4.293886553,57.34660926,6.010723356
113,45,196.4,500.9,41406,18763,18.5,41.9,40.2,42.7,2.57,48.8,29.6,37.4,42.5,9.1,49.1,8.1,59.2,46.7,42.5,36.7,21.5,94.62676963,2.118189618,1.313813814,48.24438202,3.484486874
11,4,115,293.6,46404,2219,14.2,49.8,50.4,47.7,2.3,61.9,11,32.9,29.4,19.6,49.1,7.4,62.8,40,34.8,44.9,21.6,97.44394619,9.107977615,1.983523004,58.13221406,13.55498721
27,11,206.6,475.1,36708,5533,25.7,35,35.4,34,2.81,37.8,26.6,53.8,40.1,7.4,49.2,18.2,32,25.1,23.8,36.6,25.4,23.24592488,0.301204819,0.212615167,36.37739657,6.744604317
100,52,220.9,416.8,31386,22004,27.2,37,36.4,38.2,2.78,52.7,24.4,47.6,42.6,10,49.2,7.9,38.6,29.4,26.6,41.9,29.4,44.2885411,0.296815974,0.98938658,51.95783133,5.336200156
87,46,236,455,30019,13802,25.1,41.6,40.2,43,2.57,55.1,19.5,25.2,39.1,6.3,49.2,10.1,46.7,32.5,28.2,48.4,28.6,96.44031451,0.235882773,0.214438885,53.19933616,7.130554599
225,105,211.7,459,35558,37731,23,41.7,41.3,42.3,2.53,42.9,31.7,39.1,37.9,8.8,49.2,12.4,48.8,34.4,28.3,45.3,29,57.7570782,38.38543311,1.089359015,40.72695275,6.084407972
135,51,165.2,443.4,43755,28017,17.1,37.2,35.6,38.5,2.92,51.4,23.6,27.2,29.6,10.7,49.2,12.6,52.7,40.1,34.1,41.2,26.3,85.25812551,0.966855757,6.564629491,50.81604717,6.12741125
309,152,193.2,409,34354,56486,24.6,43.6,42.4,44.9,2.31,53.2,11.7,35.9,38.9,10.7,49.2,8.1,57.9,40.6,34.8,42.9,22.8,96.68428724,1.28378497,0.091322597,50.55243994,3.66841353
3846,1386,168.1,490.2,42768,650092,18.1,40.3,39.1,41.6,2.77,48.3,21.9,35.1,36.2,12.8,49.2,10.6,55.7,42,35.9,40.2,24.1,78.76957152,15.07748821,1.825345154,50.30287152,5.501541209
